what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456645902287
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456645904131
executed,command,org.eclipse.wst.server.ui,1.1.2.v20080916,org.eclipse.wst.server.run,1456645904740
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.101.v20080620,org.eclipse.jst.server.tomcat.ui,1456645905021
started,bundle,org.eclipse.jdt.debug,3.4.0.v20080604,org.eclipse.jdt.debug,1456645905803
started,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1456645907849
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1456645909436
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456645910155
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456645911197
activated,view,org.eclipse.wst.server.ui,1.1.2.v20080916,org.eclipse.wst.server.ui.ServersView,1456645911259
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456646213164
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456646217039
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456646453538
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456646456944
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456646458101
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456646470372
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456646482232
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456646494733
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1456646497561
opened,editor,org.eclipse.jst.jsp.ui,1.1.310.v200809120122,org.eclipse.jst.jsp.core.jspsource.source,1456646499061
activated,editor,org.eclipse.jst.jsp.ui,1.1.310.v200809120122,org.eclipse.jst.jsp.core.jspsource.source,1456646499155
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456646506389
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456646511780
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1456646527006
opened,editor,org.eclipse.jst.jsp.ui,1.1.310.v200809120122,org.eclipse.jst.jsp.core.jspsource.source,1456646527538
